student_index,actual_target,cluster_id,learning_style,weekly_hours,priority,alert
4122,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4123,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4124,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4125,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4126,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4127,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4128,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
4129,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4130,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4131,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4132,Enrolled,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
4133,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4134,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4135,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4136,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4137,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4138,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4139,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4140,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4141,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4142,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4143,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4144,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4145,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4146,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4147,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4148,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4149,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
4150,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4151,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4152,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4153,Enrolled,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4154,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4155,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4156,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4157,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4158,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4159,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4160,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4161,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4162,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4163,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4164,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4165,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4166,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4167,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4168,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4169,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4170,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4171,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4172,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4173,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4174,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4175,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4176,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4177,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4178,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4179,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4180,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4181,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4182,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4183,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4184,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4185,Enrolled,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4186,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4187,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4188,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4189,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
4190,Dropout,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
4191,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4192,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4193,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4194,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4195,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4196,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4197,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4198,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4199,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4200,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4201,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4202,Enrolled,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4203,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4204,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4205,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4206,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4207,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4208,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4209,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4210,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4211,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4212,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4213,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4214,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4215,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4216,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4217,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4218,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4219,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4220,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
4221,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4222,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4223,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4224,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4225,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4226,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4227,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
4228,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
4229,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
